RTC_T=2021-01-31,17:17:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=32.47 RH_SHT2X=35.31 [ADDR=73.93 SEQ=82 TTL=15 RSSI=25 LQI=255]
RTC_T=2021-01-31,17:17:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=32.47 RH_SHT2X=35.31 [ADDR=73.93 SEQ=82 TTL=14 RSSI=33 LQI=255]
RTC_T=2021-01-31,17:18:01 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.25 V_A2=2.83 windSpeed=0.00 ADC_1=-0.009000 [ADDR=252.194 SEQ=144 TTL=15 RSSI=39 LQI=255]
NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.25 V_A2=2.83 windSpeed=0.00 ADC_1=-0.009000 [ADDR=252.194 SEQ=144 TTL=14 RSSI=39 LQI=255]
RTC_T=2021-01-31,17:18:01 TXT=bdd-elec V_BAT=3.972500 SOC=72.742188
RTC_T=2021-01-31,17:18:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=32.53 RH_SHT2X=36.23 [ADDR=73.93 SEQ=86 TTL=15 RSSI=48 LQI=255]
RTC_T=2021-01-31,17:18:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=32.53 RH_SHT2X=36.23 [ADDR=73.93 SEQ=86 TTL=14 RSSI=47 LQI=255]
RTC_T=2021-01-31,17:19:02 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.24 V_A2=2.83 windSpeed=0.00 ADC_1=-0.009000 [ADDR=252.194 SEQ=148 TTL=15 RSSI=39 LQI=255]
RTC_T=2021-01-31,17:19:02 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.24 V_A2=2.83 windSpeed=0.00 ADC_1=-0.009000 [ADDR=252.194 SEQ=148 TTL=14 RSSI=47 LQI=255]
RTC_T=2021-01-31,17:19:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=32.59 RH_SHT2X=34.82 [ADDR=73.93 SEQ=90 TTL=15 RSSI=48 LQI=255]
RTC_T=2021-01-31,17:19:59 NAME=bdd-sink V_IN=3.88 T=0.00  V_MCU=3.08 REPS=60 UP_TIME=0.01

RTC_T=2021-01-31,17:19:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=32.59 RH_SHT2X=34.82 [ADDR=73.93 SEQ=90 TTL=14 RSSI=48 LQI=255]
RTC_T=2021-01-31,17:19:59 &: NAME=bdd-gnd E64=fcc23d0000000ea0 :20:02 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.25 V_A2=2.83 windSpeed=0.00 ADC_1=-0.009000 [ADDR=252.194 SEQ=152 TTL=15 RSSI=39 LQI=255]
RTC_T=2021-01-31,17:19:59 &: NAME=bdd-gnd E64=fcc23d0000000ea0 :20:02 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.25 V_A2=2.83 windSpeed=0.00 ADC_1=-0.009000 [ADDR=252.194 SEQ=152 TTL=15 RSSI=39 LQI=255]
RTC_T=2021-01-31,17:20:02 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.25 V_A2=2.83 windSpeed=0.00 ADC_1=-0.009000 [ADDR=252.194 SEQ=152 TTL=14 RSSI=48 LQI=255]
RTC_T=2021-01-31,17:20:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=32.72 RH_SHT2X=31.46 [ADDR=73.93 SEQ=94 TTL=15 RSSI=48 LQI=255]
RTC_T=2021-01-31,17:20:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=32.72 RH_SHT2X=31.46 [ADDR=73.93 SEQ=94 TTL=14 RSSI=47 LQI=255]
RTC_T=2021-01-31,17:21:00 &: NAME=bdd-gnd E64=fcc23d0000000ea0 V_IN=3.76 #E_wv(V_A1) #E_wv(V_A2) P=869.20 T1=25.31 P0_LST60=0 P0_LST=3 [ADDR=252.194 SEQ=42 TTL=15 RSSI=52 LQI=255]
RTC_T=2021-01-31,17:21:02 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_
RTC_T=2021-01-31,17:21:02 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.25 V_A2=2.83 windSpeed=0.00 ADC_1=-0.009000 [ADDR=252.194 SEQ=156 TTL=14 RSSI=47 LQI=255]
RTC_T=2021-01-31,17:21:02 NAME=bdd-sink V_IN=3.88 T=0.00  V_MCU=3.00 REPS=70 UP_TIME=0.01
RTC_T=2021-01-31,17:21:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=32.74 RH_SHT2X=33.07 [ADDR=73.93 SEQ=98 TTL=15 RSSI=45 LQI=255]
RTC_T=2021-01-31,17:21:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=32.74 RH_SHT2X=33.07 [ADDR=73.93 SEQ=98 TTL=14 RSSI=50 LQI=255]
RTC_T=2021-01-31,17:22:00 &: NAME=bdd-gnd E64=fcc23d0000000ea0 V_IN=3.76 #E_wv(V_A1) #E_wv(V_A2) P=869.20 T1=25.31 P0_LST60=0 P0_LST=3 [ADDR=252.194 SEQ=46 TTL=15 RSSI=53 LQI=255]
RTC_T=2021-01-31,17:22:02 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.24 V_A2=2.83 windSpeed=0.00 ADC_1=-0.009000 [ADDR=252.194 SEQ=160 TTL=15 RSSI=41 LQI=255]
RTC_T=2021-01-31,17:22:02 &: NAME=bdd-10m E64=fcc23d00000014
RTC_T=2021-01-31,17:22:59 TXT=bdd-2m  PS=1 V_IN=3.44  T_SHT2X=32.69 RH_SHT2X=33.30 [ADDR=73.93 SEQ=102 TTL=15 RSSI=33 LQI=255]
RTC_T=2021-01-31,17:22:59 TXT=bdd-2m  PS=1 V_IN=3.44  T_SHT2X=32.69 RH_SHT2X=33.30 [ADDR=73.93 SEQ=102 TTL=14 RSSI=27 LQI=255]
RTC_T=2021-01-31,17:23:01 &: NAME=bdd-gnd E64=fcc23d0000000ea0 V_IN=3.76 #E_wv(V_A1) #E_wv(V_A2) P=869.20 T1=25.25 P0_LST60=0 P0_LST=3 [ADDR=252.194 SEQ=50 TTL=15 RSSI=53 LQI=255]
RTC_T=2021-01-31,17:23:02 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.24 V_A2=2.83 windSpeed=0.00 ADC_1=-0.008000 [ADDR=252.194 SEQ=164 TTL=15 RSSI=40 LQI=255]
RTC_T=2021-01-31,17:23:02 NAME=bdd-sink V_IN=3.88 T=0.00  V_MCU=3.08 REPS=80 UP_TIME=0.01
RTC_T=2021-01-31,17:23:03 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.24 V_A2=2.83 windSpeed=0.00 ADC_1=-0.008000 [ADDR=252.194 SEQ=164 TTL=14 RSSI=30 LQI=255]
RTC_T=2021-01-31,17:23:59 TXT=bdd-2m  PS=1 
RTC_T=2021-01-31,17:23:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=31.84 RH_SHT2X=30.83 [ADDR=73.93 SEQ=106 TTL=14 RSSI=42 LQI=255]
RTC_T=2021-01-31,17:24:01 &: NAME=bdd-gnd E64=fcc23d0000000ea0 V_IN=3.76 #E_wv(V_A1) #E_wv(V_A2) P=869.20 T1=25.25 P0_LST60=0 P0_LST=3 [ADDR=252.194 SEQ=54 TTL=15 RSSI=53 LQI=255]
RTC_T=2021-01-31,17:24:03 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 #E_wv(V_A1) #E_wv(V_A2) windSpeed=0.00 ADC_1=-0.008000 [ADDR=252.194 SEQ=168 TTL=15 RSSI=42 LQI=255]
